,yearmon,fatalities,country_name
24,2020-01,912,Guatemala
25,2020-02,528,Guatemala
26,2020-03,420,Guatemala
27,2020-04,432,Guatemala
28,2020-05,504,Guatemala
29,2020-06,552,Guatemala
30,2020-07,672,Guatemala
31,2020-08,516,Guatemala
32,2020-09,516,Guatemala
33,2020-10,744,Guatemala
34,2020-11,648,Guatemala
35,2020-12,432,Guatemala
36,2021-01,696,Guatemala
37,2021-02,600,Guatemala
38,2021-03,696,Guatemala
39,2021-04,672,Guatemala
40,2021-05,732,Guatemala
41,2021-06,672,Guatemala
42,2021-07,660,Guatemala
43,2021-08,780,Guatemala
44,2021-09,660,Guatemala
45,2021-10,636,Guatemala
46,2021-11,432,Guatemala
47,2021-12,696,Guatemala
48,2022-01,828,Guatemala
49,2022-02,672,Guatemala
50,2022-03,828,Guatemala
51,2022-04,504,Guatemala
52,2022-05,660,Guatemala
53,2022-06,768,Guatemala
54,2022-07,1056,Guatemala
55,2022-08,804,Guatemala
56,2022-09,780,Guatemala
57,2022-10,852,Guatemala
58,2022-11,600,Guatemala
59,2022-12,564,Guatemala
60,2023-01,672,Guatemala
61,2023-02,516,Guatemala
62,2023-03,648,Guatemala
63,2023-04,684,Guatemala
64,2023-05,1092,Guatemala
65,2023-06,1176,Guatemala
66,2023-07,948,Guatemala
67,2023-08,1440,Guatemala
68,2023-09,1224,Guatemala
69,2023-10,1356,Guatemala
70,2023-11,168,Guatemala
71,2023-12,276,Guatemala
0,2018-01,0,Haiti
1,2018-02,36,Haiti
2,2018-03,36,Haiti
3,2018-04,192,Haiti
4,2018-05,192,Haiti
5,2018-06,24,Haiti
6,2018-07,372,Haiti
7,2018-08,84,Haiti
8,2018-09,216,Haiti
9,2018-10,336,Haiti
10,2018-11,1332,Haiti
11,2018-12,264,Haiti
12,2019-01,252,Haiti
13,2019-02,444,Haiti
14,2019-03,228,Haiti
15,2019-04,756,Haiti
16,2019-05,228,Haiti
17,2019-06,372,Haiti
18,2019-07,528,Haiti
19,2019-08,336,Haiti
20,2019-09,408,Haiti
21,2019-10,564,Haiti
22,2019-11,804,Haiti
23,2019-12,252,Haiti
24,2020-01,432,Haiti
25,2020-02,240,Haiti
26,2020-03,492,Haiti
27,2020-04,492,Haiti
28,2020-05,840,Haiti
29,2020-06,456,Haiti
30,2020-07,1284,Haiti
31,2020-08,828,Haiti
32,2020-09,360,Haiti
33,2020-10,732,Haiti
34,2020-11,624,Haiti
35,2020-12,204,Haiti
36,2021-01,372,Haiti
37,2021-02,744,Haiti
38,2021-03,708,Haiti
39,2021-04,768,Haiti
40,2021-05,1224,Haiti
41,2021-06,2376,Haiti
42,2021-07,468,Haiti
43,2021-08,432,Haiti
44,2021-09,516,Haiti
45,2021-10,492,Haiti
46,2021-11,444,Haiti
47,2021-12,624,Haiti
48,2022-01,912,Haiti
49,2022-02,528,Haiti
50,2022-03,408,Haiti
51,2022-04,2364,Haiti
52,2022-05,1464,Haiti
53,2022-06,408,Haiti
54,2022-07,4668,Haiti
55,2022-08,864,Haiti
56,2022-09,792,Haiti
57,2022-10,2460,Haiti
58,2022-11,1944,Haiti
59,2022-12,624,Haiti
60,2023-01,840,Haiti
61,2023-02,1632,Haiti
62,2023-03,2604,Haiti
63,2023-04,6912,Haiti
64,2023-05,3264,Haiti
65,2023-06,672,Haiti
66,2023-07,1080,Haiti
67,2023-08,2544,Haiti
68,2023-09,1416,Haiti
69,2023-10,912,Haiti
70,2023-11,3576,Haiti
71,2023-12,960,Haiti
0,2018-01,708,Honduras
1,2018-02,912,Honduras
2,2018-03,816,Honduras
3,2018-04,660,Honduras
4,2018-05,624,Honduras
5,2018-06,828,Honduras
6,2018-07,1176,Honduras
7,2018-08,780,Honduras
8,2018-09,648,Honduras
9,2018-10,708,Honduras
10,2018-11,924,Honduras
11,2018-12,732,Honduras
12,2019-01,444,Honduras
13,2019-02,504,Honduras
14,2019-03,408,Honduras
15,2019-04,1032,Honduras
16,2019-05,996,Honduras
17,2019-06,1536,Honduras
18,2019-07,792,Honduras
19,2019-08,1464,Honduras
20,2019-09,864,Honduras
21,2019-10,1128,Honduras
22,2019-11,1500,Honduras
23,2019-12,1548,Honduras
24,2020-01,1116,Honduras
25,2020-02,816,Honduras
26,2020-03,672,Honduras
27,2020-04,588,Honduras
28,2020-05,660,Honduras
29,2020-06,684,Honduras
30,2020-07,960,Honduras
31,2020-08,600,Honduras
32,2020-09,636,Honduras
33,2020-10,696,Honduras
34,2020-11,600,Honduras
35,2020-12,672,Honduras
36,2021-01,720,Honduras
37,2021-02,780,Honduras
38,2021-03,588,Honduras
39,2021-04,600,Honduras
40,2021-05,972,Honduras
41,2021-06,924,Honduras
42,2021-07,792,Honduras
43,2021-08,480,Honduras
44,2021-09,780,Honduras
45,2021-10,600,Honduras
46,2021-11,660,Honduras
47,2021-12,600,Honduras
48,2022-01,900,Honduras
49,2022-02,492,Honduras
50,2022-03,780,Honduras
51,2022-04,564,Honduras
52,2022-05,636,Honduras
53,2022-06,660,Honduras
54,2022-07,864,Honduras
55,2022-08,660,Honduras
56,2022-09,624,Honduras
57,2022-10,708,Honduras
58,2022-11,732,Honduras
59,2022-12,708,Honduras
60,2023-01,564,Honduras
61,2023-02,756,Honduras
62,2023-03,744,Honduras
63,2023-04,504,Honduras
64,2023-05,840,Honduras
65,2023-06,1776,Honduras
66,2023-07,492,Honduras
67,2023-08,348,Honduras
68,2023-09,528,Honduras
69,2023-10,468,Honduras
70,2023-11,408,Honduras
71,2023-12,336,Honduras
0,2017-01,192,Kenya
1,2017-02,456,Kenya
2,2017-03,828,Kenya
3,2017-04,684,Kenya
4,2017-05,1056,Kenya
5,2017-06,804,Kenya
6,2017-07,1092,Kenya
7,2017-08,1332,Kenya
8,2017-09,420,Kenya
9,2017-10,720,Kenya
10,2017-11,1056,Kenya
11,2017-12,240,Kenya
12,2018-01,600,Kenya
13,2018-02,576,Kenya
14,2018-03,312,Kenya
15,2018-04,264,Kenya
16,2018-05,372,Kenya
17,2018-06,252,Kenya
18,2018-07,228,Kenya
19,2018-08,336,Kenya
20,2018-09,1284,Kenya
21,2018-10,516,Kenya
22,2018-11,456,Kenya
23,2018-12,300,Kenya
24,2019-01,456,Kenya
25,2019-02,264,Kenya
26,2019-03,204,Kenya
27,2019-04,252,Kenya
28,2019-05,324,Kenya
29,2019-06,312,Kenya
30,2019-07,132,Kenya
31,2019-08,192,Kenya
32,2019-09,492,Kenya
33,2019-10,396,Kenya
34,2019-11,324,Kenya
35,2019-12,600,Kenya
36,2020-01,420,Kenya
37,2020-02,312,Kenya
38,2020-03,528,Kenya
39,2020-04,396,Kenya
40,2020-05,468,Kenya
41,2020-06,396,Kenya
42,2020-07,288,Kenya
43,2020-08,168,Kenya
44,2020-09,516,Kenya
45,2020-10,168,Kenya
46,2020-11,360,Kenya
47,2020-12,240,Kenya
48,2021-01,612,Kenya
49,2021-02,36,Kenya
50,2021-03,156,Kenya
51,2021-04,156,Kenya
52,2021-05,456,Kenya
53,2021-06,792,Kenya
54,2021-07,828,Kenya
55,2021-08,276,Kenya
56,2021-09,540,Kenya
57,2021-10,756,Kenya
58,2021-11,732,Kenya
59,2021-12,672,Kenya
60,2022-01,1248,Kenya
61,2022-02,1080,Kenya
62,2022-03,1104,Kenya
63,2022-04,480,Kenya
64,2022-05,372,Kenya
65,2022-06,576,Kenya
66,2022-07,528,Kenya
67,2022-08,540,Kenya
68,2022-09,564,Kenya
69,2022-10,492,Kenya
70,2022-11,684,Kenya
71,2022-12,744,Kenya
72,2023-01,1152,Kenya
73,2023-02,1356,Kenya
74,2023-03,1020,Kenya
75,2023-04,648,Kenya
76,2023-05,876,Kenya
77,2023-06,1080,Kenya
78,2023-07,1308,Kenya
79,2023-08,1416,Kenya
80,2023-09,1284,Kenya
81,2023-10,636,Kenya
82,2023-11,696,Kenya
83,2023-12,708,Kenya
0,2017-01,180,Lebanon
1,2017-02,120,Lebanon
2,2017-03,192,Lebanon
3,2017-04,480,Lebanon
4,2017-05,492,Lebanon
5,2017-06,240,Lebanon
6,2017-07,2208,Lebanon
7,2017-08,684,Lebanon
8,2017-09,24,Lebanon
9,2017-10,24,Lebanon
10,2017-11,24,Lebanon
11,2017-12,0,Lebanon
12,2018-01,0,Lebanon
13,2018-02,48,Lebanon
14,2018-03,84,Lebanon
15,2018-04,72,Lebanon
16,2018-05,48,Lebanon
17,2018-06,24,Lebanon
18,2018-07,12,Lebanon
19,2018-08,12,Lebanon
20,2018-09,12,Lebanon
21,2018-10,36,Lebanon
22,2018-11,48,Lebanon
23,2018-12,36,Lebanon
24,2019-01,0,Lebanon
25,2019-02,0,Lebanon
26,2019-03,24,Lebanon
27,2019-04,36,Lebanon
28,2019-05,12,Lebanon
29,2019-06,120,Lebanon
30,2019-07,0,Lebanon
31,2019-08,48,Lebanon
32,2019-09,12,Lebanon
33,2019-10,24,Lebanon
34,2019-11,24,Lebanon
35,2019-12,0,Lebanon
36,2020-01,0,Lebanon
37,2020-02,0,Lebanon
38,2020-03,12,Lebanon
39,2020-04,24,Lebanon
40,2020-05,60,Lebanon
41,2020-06,0,Lebanon
42,2020-07,48,Lebanon
43,2020-08,96,Lebanon
44,2020-09,216,Lebanon
45,2020-10,24,Lebanon
46,2020-11,24,Lebanon
47,2020-12,72,Lebanon
48,2021-01,48,Lebanon
49,2021-02,36,Lebanon
50,2021-03,0,Lebanon
51,2021-04,48,Lebanon
52,2021-05,24,Lebanon
53,2021-06,24,Lebanon
54,2021-07,12,Lebanon
55,2021-08,456,Lebanon
56,2021-09,48,Lebanon
57,2021-10,132,Lebanon
58,2021-11,0,Lebanon
59,2021-12,60,Lebanon
60,2022-01,0,Lebanon
61,2022-02,12,Lebanon
62,2022-03,0,Lebanon
63,2022-04,168,Lebanon
64,2022-05,48,Lebanon
65,2022-06,60,Lebanon
66,2022-07,48,Lebanon
67,2022-08,24,Lebanon
68,2022-09,180,Lebanon
69,2022-10,36,Lebanon
70,2022-11,24,Lebanon
71,2022-12,36,Lebanon
72,2023-01,84,Lebanon
73,2023-02,36,Lebanon
74,2023-03,24,Lebanon
75,2023-04,96,Lebanon
76,2023-05,84,Lebanon
77,2023-06,12,Lebanon
78,2023-07,216,Lebanon
79,2023-08,132,Lebanon
80,2023-09,228,Lebanon
81,2023-10,756,Lebanon
82,2023-11,672,Lebanon
83,2023-12,624,Lebanon
0,2017-02,0,Lesotho
1,2017-06,12,Lesotho
2,2017-09,36,Lesotho
3,2018-08,0,Lesotho
4,2018-11,0,Lesotho
5,2019-02,24,Lesotho
6,2019-04,0,Lesotho
7,2019-06,24,Lesotho
8,2019-07,0,Lesotho
9,2019-09,0,Lesotho
10,2019-10,12,Lesotho
11,2020-01,12,Lesotho
12,2020-02,0,Lesotho
13,2020-03,36,Lesotho
14,2020-04,0,Lesotho
15,2020-06,0,Lesotho
16,2020-07,0,Lesotho
17,2020-08,12,Lesotho
18,2020-09,12,Lesotho
19,2020-11,0,Lesotho
20,2021-02,0,Lesotho
21,2021-03,0,Lesotho
22,2021-04,12,Lesotho
23,2021-05,12,Lesotho
24,2021-06,24,Lesotho
25,2021-07,0,Lesotho
26,2021-08,12,Lesotho
27,2021-09,24,Lesotho
28,2021-10,12,Lesotho
29,2021-11,0,Lesotho
30,2021-12,12,Lesotho
31,2022-01,0,Lesotho
32,2022-02,24,Lesotho
33,2022-03,12,Lesotho
34,2022-04,24,Lesotho
35,2022-05,0,Lesotho
36,2022-06,72,Lesotho
37,2022-07,0,Lesotho
38,2022-08,0,Lesotho
39,2022-09,36,Lesotho
40,2022-10,0,Lesotho
41,2022-11,0,Lesotho
42,2022-12,0,Lesotho
43,2023-01,36,Lesotho
44,2023-03,0,Lesotho
45,2023-05,36,Lesotho
46,2023-07,12,Lesotho
47,2023-09,0,Lesotho
48,2023-10,24,Lesotho
49,2023-12,36,Lesotho
0,2017-01,240,Madagascar
1,2017-02,336,Madagascar
2,2017-03,108,Madagascar
3,2017-04,48,Madagascar
4,2017-05,216,Madagascar
5,2017-06,72,Madagascar
6,2017-07,240,Madagascar
7,2017-08,144,Madagascar
8,2017-09,324,Madagascar
9,2017-10,156,Madagascar
10,2017-11,480,Madagascar
11,2017-12,156,Madagascar
12,2018-01,228,Madagascar
13,2018-02,180,Madagascar
14,2018-03,72,Madagascar
15,2018-04,60,Madagascar
16,2018-05,288,Madagascar
17,2018-06,96,Madagascar
18,2018-07,60,Madagascar
19,2018-08,204,Madagascar
20,2018-09,24,Madagascar
21,2018-10,96,Madagascar
22,2018-11,72,Madagascar
23,2018-12,324,Madagascar
24,2019-01,660,Madagascar
25,2019-02,216,Madagascar
26,2019-03,384,Madagascar
27,2019-04,204,Madagascar
28,2019-05,252,Madagascar
29,2019-06,216,Madagascar
30,2019-07,228,Madagascar
31,2019-08,240,Madagascar
32,2019-09,336,Madagascar
33,2019-10,900,Madagascar
34,2019-11,300,Madagascar
35,2019-12,276,Madagascar
36,2020-01,888,Madagascar
37,2020-02,348,Madagascar
38,2020-03,120,Madagascar
39,2020-04,180,Madagascar
40,2020-05,156,Madagascar
41,2020-06,480,Madagascar
42,2020-07,228,Madagascar
43,2020-08,768,Madagascar
44,2020-09,348,Madagascar
45,2020-10,252,Madagascar
46,2020-11,192,Madagascar
47,2020-12,336,Madagascar
48,2021-01,72,Madagascar
49,2021-02,300,Madagascar
50,2021-03,216,Madagascar
51,2021-04,264,Madagascar
52,2021-05,420,Madagascar
53,2021-06,492,Madagascar
54,2021-07,216,Madagascar
55,2021-08,132,Madagascar
56,2021-09,828,Madagascar
57,2021-10,84,Madagascar
58,2021-11,360,Madagascar
59,2021-12,252,Madagascar
60,2022-01,144,Madagascar
61,2022-02,84,Madagascar
62,2022-03,132,Madagascar
63,2022-04,192,Madagascar
64,2022-05,276,Madagascar
65,2022-06,36,Madagascar
66,2022-07,480,Madagascar
67,2022-08,1008,Madagascar
68,2022-09,432,Madagascar
69,2022-10,492,Madagascar
70,2022-11,336,Madagascar
71,2022-12,480,Madagascar
72,2023-01,180,Madagascar
73,2023-02,444,Madagascar
74,2023-03,588,Madagascar
75,2023-04,564,Madagascar
76,2023-05,480,Madagascar
77,2023-06,372,Madagascar
78,2023-07,420,Madagascar
79,2023-08,456,Madagascar
80,2023-09,720,Madagascar
81,2023-10,576,Madagascar
82,2023-11,816,Madagascar
83,2023-12,564,Madagascar
0,2017-01,0,Malawi
1,2017-02,12,Malawi
2,2017-03,24,Malawi
3,2017-04,36,Malawi
4,2017-05,36,Malawi
5,2017-06,12,Malawi
6,2017-07,24,Malawi
7,2017-09,36,Malawi
8,2017-10,24,Malawi
9,2017-11,12,Malawi
10,2017-12,12,Malawi
11,2018-01,24,Malawi
12,2018-03,0,Malawi
13,2018-04,48,Malawi
14,2018-05,0,Malawi
15,2018-06,12,Malawi
16,2018-07,12,Malawi
17,2018-08,0,Malawi
18,2018-09,0,Malawi
19,2018-10,24,Malawi
20,2018-11,48,Malawi
21,2018-12,24,Malawi
22,2019-01,0,Malawi
23,2019-02,12,Malawi
24,2019-03,0,Malawi
25,2019-04,12,Malawi
26,2019-05,0,Malawi
27,2019-06,0,Malawi
28,2019-07,12,Malawi
29,2019-08,0,Malawi
30,2019-09,0,Malawi
31,2019-10,120,Malawi
32,2019-11,48,Malawi
33,2019-12,120,Malawi
34,2020-01,12,Malawi
35,2020-02,12,Malawi
36,2020-03,96,Malawi
37,2020-04,60,Malawi
38,2020-05,48,Malawi
39,2020-06,12,Malawi
40,2020-07,48,Malawi
41,2020-08,96,Malawi
42,2020-09,120,Malawi
43,2020-10,84,Malawi
44,2020-11,96,Malawi
45,2020-12,24,Malawi
46,2021-01,96,Malawi
47,2021-02,24,Malawi
48,2021-03,48,Malawi
49,2021-04,24,Malawi
50,2021-05,48,Malawi
51,2021-06,0,Malawi
52,2021-07,24,Malawi
53,2021-08,48,Malawi
54,2021-09,60,Malawi
55,2021-10,72,Malawi
56,2021-11,60,Malawi
57,2021-12,24,Malawi
58,2022-01,48,Malawi
59,2022-02,48,Malawi
60,2022-03,36,Malawi
61,2022-04,72,Malawi
62,2022-05,60,Malawi
63,2022-06,48,Malawi
64,2022-07,60,Malawi
65,2022-08,24,Malawi
66,2022-09,12,Malawi
67,2022-10,24,Malawi
68,2022-11,48,Malawi
69,2022-12,0,Malawi
70,2023-01,120,Malawi
71,2023-02,60,Malawi
72,2023-03,12,Malawi
73,2023-04,36,Malawi
74,2023-05,48,Malawi
75,2023-06,36,Malawi
76,2023-07,72,Malawi
77,2023-08,48,Malawi
78,2023-09,12,Malawi
79,2023-10,48,Malawi
80,2023-11,24,Malawi
81,2023-12,120,Malawi
0,2017-01,120,Mozambique
1,2017-02,96,Mozambique
2,2017-03,96,Mozambique
3,2017-04,72,Mozambique
4,2017-05,96,Mozambique
5,2017-06,120,Mozambique
6,2017-07,84,Mozambique
7,2017-08,72,Mozambique
8,2017-09,48,Mozambique
9,2017-10,528,Mozambique
10,2017-11,156,Mozambique
11,2017-12,60,Mozambique
12,2018-01,120,Mozambique
13,2018-02,0,Mozambique
14,2018-03,60,Mozambique
15,2018-04,60,Mozambique
16,2018-05,192,Mozambique
17,2018-06,684,Mozambique
18,2018-07,216,Mozambique
19,2018-08,108,Mozambique
20,2018-09,228,Mozambique
21,2018-10,144,Mozambique
22,2018-11,288,Mozambique
23,2018-12,444,Mozambique
24,2019-01,324,Mozambique
25,2019-02,360,Mozambique
26,2019-03,264,Mozambique
27,2019-04,84,Mozambique
28,2019-05,600,Mozambique
29,2019-06,696,Mozambique
30,2019-07,612,Mozambique
31,2019-08,1080,Mozambique
32,2019-09,924,Mozambique
33,2019-10,1476,Mozambique
34,2019-11,1308,Mozambique
35,2019-12,564,Mozambique
36,2020-01,684,Mozambique
37,2020-02,684,Mozambique
38,2020-03,804,Mozambique
39,2020-04,2040,Mozambique
40,2020-05,1944,Mozambique
41,2020-06,3504,Mozambique
42,2020-07,2904,Mozambique
43,2020-08,2556,Mozambique
44,2020-09,1344,Mozambique
45,2020-10,1728,Mozambique
46,2020-11,2064,Mozambique
47,2020-12,1116,Mozambique
48,2021-01,732,Mozambique
49,2021-02,360,Mozambique
50,2021-03,7728,Mozambique
51,2021-04,2652,Mozambique
52,2021-05,720,Mozambique
53,2021-06,2484,Mozambique
54,2021-07,2076,Mozambique
55,2021-08,900,Mozambique
56,2021-09,1272,Mozambique
57,2021-10,864,Mozambique
58,2021-11,1368,Mozambique
59,2021-12,792,Mozambique
60,2022-01,924,Mozambique
61,2022-02,936,Mozambique
62,2022-03,1212,Mozambique
63,2022-04,432,Mozambique
64,2022-05,888,Mozambique
65,2022-06,1260,Mozambique
66,2022-07,588,Mozambique
67,2022-08,708,Mozambique
68,2022-09,1320,Mozambique
69,2022-10,936,Mozambique
70,2022-11,1092,Mozambique
71,2022-12,768,Mozambique
72,2023-01,1008,Mozambique
73,2023-02,264,Mozambique
74,2023-03,108,Mozambique
75,2023-04,132,Mozambique
76,2023-05,288,Mozambique
77,2023-06,240,Mozambique
78,2023-07,324,Mozambique
79,2023-08,276,Mozambique
80,2023-09,288,Mozambique
81,2023-10,192,Mozambique
82,2023-11,168,Mozambique
83,2023-12,360,Mozambique
0,2017-01,0,Namibia
1,2017-02,0,Namibia
2,2017-03,12,Namibia
3,2017-04,0,Namibia
4,2017-05,0,Namibia
5,2017-06,12,Namibia
6,2017-08,0,Namibia
7,2017-09,0,Namibia
8,2017-10,0,Namibia
9,2017-11,0,Namibia
10,2017-12,0,Namibia
11,2018-02,0,Namibia
12,2018-03,0,Namibia
13,2018-04,0,Namibia
14,2018-05,0,Namibia
15,2018-06,12,Namibia
16,2018-07,0,Namibia
17,2018-08,0,Namibia
18,2018-09,0,Namibia
19,2018-10,0,Namibia
20,2018-11,0,Namibia
21,2019-01,0,Namibia
22,2019-03,0,Namibia
23,2019-04,0,Namibia
24,2019-05,0,Namibia
25,2019-06,12,Namibia
26,2019-08,0,Namibia
27,2019-09,12,Namibia
28,2019-10,0,Namibia
29,2019-11,24,Namibia
30,2019-12,0,Namibia
31,2020-01,0,Namibia
32,2020-02,0,Namibia
33,2020-03,0,Namibia
34,2020-04,0,Namibia
35,2020-05,0,Namibia
36,2020-06,0,Namibia
37,2020-07,0,Namibia
38,2020-08,0,Namibia
39,2020-09,0,Namibia
40,2020-10,0,Namibia
41,2020-11,0,Namibia
42,2020-12,0,Namibia
43,2021-01,0,Namibia
44,2021-02,12,Namibia
45,2021-03,0,Namibia
46,2021-04,0,Namibia
47,2021-05,0,Namibia
48,2021-06,0,Namibia
49,2021-07,0,Namibia
50,2021-08,0,Namibia
51,2021-09,0,Namibia
52,2021-10,0,Namibia
53,2021-11,12,Namibia
54,2021-12,0,Namibia
55,2022-01,0,Namibia
56,2022-02,0,Namibia
57,2022-03,24,Namibia
58,2022-04,0,Namibia
59,2022-05,0,Namibia
60,2022-06,12,Namibia
61,2022-07,0,Namibia
62,2022-08,0,Namibia
63,2022-09,0,Namibia
64,2022-10,0,Namibia
65,2022-11,0,Namibia
66,2022-12,0,Namibia
67,2023-01,12,Namibia
68,2023-02,0,Namibia
69,2023-03,24,Namibia
70,2023-04,0,Namibia
71,2023-05,0,Namibia
72,2023-06,0,Namibia
73,2023-07,0,Namibia
74,2023-08,0,Namibia
75,2023-09,0,Namibia
76,2023-10,0,Namibia
77,2023-11,0,Namibia
78,2023-12,0,Namibia
0,2017-01,948,Pakistan
1,2017-02,5256,Pakistan
2,2017-03,1956,Pakistan
3,2017-04,1464,Pakistan
4,2017-05,1572,Pakistan
5,2017-06,1932,Pakistan
6,2017-07,1896,Pakistan
7,2017-08,1584,Pakistan
8,2017-09,912,Pakistan
9,2017-10,1248,Pakistan
10,2017-11,912,Pakistan
11,2017-12,972,Pakistan
12,2018-01,1080,Pakistan
13,2018-02,660,Pakistan
14,2018-03,720,Pakistan
15,2018-04,684,Pakistan
16,2018-05,924,Pakistan
17,2018-06,1212,Pakistan
18,2018-07,3624,Pakistan
19,2018-08,1152,Pakistan
20,2018-09,1164,Pakistan
21,2018-10,1272,Pakistan
22,2018-11,1224,Pakistan
23,2018-12,996,Pakistan
24,2019-01,1176,Pakistan
25,2019-02,696,Pakistan
26,2019-03,1164,Pakistan
27,2019-04,1332,Pakistan
28,2019-05,2196,Pakistan
29,2019-06,1308,Pakistan
30,2019-07,1236,Pakistan
31,2019-08,1056,Pakistan
32,2019-09,996,Pakistan
33,2019-10,876,Pakistan
34,2019-11,840,Pakistan
35,2019-12,1008,Pakistan
36,2020-01,624,Pakistan
37,2020-02,864,Pakistan
38,2020-03,384,Pakistan
39,2020-04,1428,Pakistan
40,2020-05,648,Pakistan
41,2020-06,912,Pakistan
42,2020-07,1344,Pakistan
43,2020-08,516,Pakistan
44,2020-09,768,Pakistan
45,2020-10,840,Pakistan
46,2020-11,816,Pakistan
47,2020-12,912,Pakistan
48,2021-01,1056,Pakistan
49,2021-02,1380,Pakistan
50,2021-03,1332,Pakistan
51,2021-04,1260,Pakistan
52,2021-05,1728,Pakistan
53,2021-06,1584,Pakistan
54,2021-07,1296,Pakistan
55,2021-08,1956,Pakistan
56,2021-09,1776,Pakistan
57,2021-10,1464,Pakistan
58,2021-11,960,Pakistan
59,2021-12,1140,Pakistan
60,2022-01,1452,Pakistan
61,2022-02,2016,Pakistan
62,2022-03,2628,Pakistan
63,2022-04,1884,Pakistan
64,2022-05,996,Pakistan
65,2022-06,1788,Pakistan
66,2022-07,1980,Pakistan
67,2022-08,1068,Pakistan
68,2022-09,1608,Pakistan
69,2022-10,2304,Pakistan
70,2022-11,1620,Pakistan
71,2022-12,1992,Pakistan
72,2023-01,2460,Pakistan
73,2023-02,1968,Pakistan
74,2023-03,1668,Pakistan
75,2023-04,2124,Pakistan
76,2023-05,2904,Pakistan
77,2023-06,1620,Pakistan
78,2023-07,2628,Pakistan
79,2023-08,2496,Pakistan
80,2023-09,2940,Pakistan
81,2023-10,2664,Pakistan
82,2023-11,2304,Pakistan
83,2023-12,2220,Pakistan
0,2017-01,6192,Somalia
1,2017-02,3660,Somalia
2,2017-03,4380,Somalia
3,2017-04,6876,Somalia
4,2017-05,4716,Somalia
5,2017-06,6336,Somalia
6,2017-07,5664,Somalia
7,2017-08,5040,Somalia
8,2017-09,5736,Somalia
9,2017-10,11952,Somalia
10,2017-11,7848,Somalia
11,2017-12,5064,Somalia
12,2018-01,4632,Somalia
13,2018-02,4344,Somalia
14,2018-03,7104,Somalia
15,2018-04,4968,Somalia
16,2018-05,5736,Somalia
17,2018-06,7824,Somalia
18,2018-07,5472,Somalia
19,2018-08,4728,Somalia
20,2018-09,7020,Somalia
21,2018-10,5940,Somalia
22,2018-11,3828,Somalia
23,2018-12,6840,Somalia
24,2019-01,7524,Somalia
25,2019-02,5892,Somalia
26,2019-03,5376,Somalia
27,2019-04,2016,Somalia
28,2019-05,4584,Somalia
29,2019-06,4692,Somalia
30,2019-07,5964,Somalia
31,2019-08,4128,Somalia
32,2019-09,4500,Somalia
33,2019-10,3792,Somalia
34,2019-11,4176,Somalia
35,2019-12,5424,Somalia
36,2020-01,3072,Somalia
37,2020-02,3768,Somalia
38,2020-03,3000,Somalia
39,2020-04,3600,Somalia
40,2020-05,3924,Somalia
41,2020-06,2796,Somalia
42,2020-07,3036,Somalia
43,2020-08,4500,Somalia
44,2020-09,3036,Somalia
45,2020-10,2820,Somalia
46,2020-11,3048,Somalia
47,2020-12,3480,Somalia
48,2021-01,3888,Somalia
49,2021-02,3540,Somalia
50,2021-03,3300,Somalia
51,2021-04,3108,Somalia
52,2021-05,2760,Somalia
53,2021-06,6180,Somalia
54,2021-07,4392,Somalia
55,2021-08,4632,Somalia
56,2021-09,1752,Somalia
57,2021-10,2712,Somalia
58,2021-11,2136,Somalia
59,2021-12,2844,Somalia
60,2022-01,4080,Somalia
61,2022-02,4080,Somalia
62,2022-03,5808,Somalia
63,2022-04,2136,Somalia
64,2022-05,3060,Somalia
65,2022-06,3744,Somalia
66,2022-07,5208,Somalia
67,2022-08,5892,Somalia
68,2022-09,11436,Somalia
69,2022-10,12456,Somalia
70,2022-11,11520,Somalia
71,2022-12,8832,Somalia
72,2023-01,10404,Somalia
73,2023-02,13272,Somalia
74,2023-03,6372,Somalia
75,2023-04,4368,Somalia
76,2023-05,8436,Somalia
77,2023-06,5220,Somalia
78,2023-07,8916,Somalia
79,2023-08,12096,Somalia
80,2023-09,16836,Somalia
81,2023-10,5340,Somalia
82,2023-11,2076,Somalia
83,2023-12,7056,Somalia
0,2017-01,156,South_Africa
1,2017-02,84,South_Africa
2,2017-03,240,South_Africa
3,2017-04,96,South_Africa
4,2017-05,72,South_Africa
5,2017-06,48,South_Africa
6,2017-07,204,South_Africa
7,2017-08,108,South_Africa
8,2017-09,168,South_Africa
9,2017-10,96,South_Africa
10,2017-11,108,South_Africa
11,2017-12,24,South_Africa
12,2018-01,96,South_Africa
13,2018-02,36,South_Africa
14,2018-03,72,South_Africa
15,2018-04,168,South_Africa
16,2018-05,108,South_Africa
17,2018-06,132,South_Africa
18,2018-07,216,South_Africa
19,2018-08,192,South_Africa
20,2018-09,60,South_Africa
21,2018-10,84,South_Africa
22,2018-11,24,South_Africa
23,2018-12,168,South_Africa
24,2019-01,252,South_Africa
25,2019-02,204,South_Africa
26,2019-03,108,South_Africa
27,2019-04,132,South_Africa
28,2019-05,228,South_Africa
29,2019-06,108,South_Africa
30,2019-07,252,South_Africa
31,2019-08,276,South_Africa
32,2019-09,216,South_Africa
33,2019-10,192,South_Africa
34,2019-11,144,South_Africa
35,2019-12,252,South_Africa
36,2020-01,168,South_Africa
37,2020-02,180,South_Africa
38,2020-03,132,South_Africa
39,2020-04,216,South_Africa
40,2020-05,144,South_Africa
41,2020-06,132,South_Africa
